STATION STATION_NAME ELEVATION LATITUDE LONGITUDE DATE MDPR DAPR SNOW
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 -9999
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 -9999
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 -9999
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 -9999
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 -9999
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 -9999
GHCND:USC00013575 GUNTERSVILLE NUMBER 2 AL US 181.4 34.3347 -9999
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231201 -9999
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231202 2.50
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231203 0.94
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231204 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231205 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231206 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231207 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231208 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231209 0.30
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231210 0.95
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231211 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231212 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231213 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231215 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231216 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231217 0.03
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231218 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231219 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231220 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231221 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231222 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231225 0.00
GHCND:USC00010063 ADDISON AL US 239.6 34.21096 -87.17838 20231226 0.00
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231201
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231203
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231204
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231205
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231206
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231207
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231208
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231209
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231210
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231211
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231212
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231213
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231214
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231215
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231216
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231217
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231218
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231219
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231220
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231221
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231222
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231223
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231224
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231225
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231226
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231227
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231228
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231229
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231230
GHCND:USC00010184 BEVILL LOCK AND DAM AL US 48.2 20231231
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231201 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231202 1.12
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231203 0.74
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231204 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231205 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231206 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231207 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231208 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231209 0.29
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231210 2.38
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231211 0.01
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231212 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231213 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231214 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231215 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231216 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231217 0.09
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231218 0.02
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231219 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231220 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231221 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231222 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231223 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231224 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231225 0.56
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231226 0.73
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231227 0.02
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231228 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231229 0.01
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231230 0.00
GHCND:USC00013573 GUNTERSVILLE AL US 176.2 34.3344 -86.3297 20231231 0.00
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 1.63
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:US1ALLS0038 ATHENS 2.8 NE AL US 218.5 34.818539 -9999
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231201
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231202
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231203
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231204
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231205
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231206
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231207
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231208
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231209
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231210
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231211
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231212
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231213
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231214
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231215
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231216
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231217
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231218
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231219
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231221
GHCND:USC00015751 MUSCLE SHOALS WATER PLANT AL US 164.6 20231222
